"time";"country";"service"
2020-09-16 11:00:00;"Netherlands";"9099 (NA)"
2020-09-16 11:00:00;"Iran";"1433 (ms-sql-s)"
2020-09-16 11:00:00;"Russia";"5001 (commplex-link)"
2020-09-16 11:00:00;"Netherlands";"10443 (NA)"
2020-09-16 11:00:00;"Netherlands";"4443 (pharos)"
2020-09-16 11:00:00;"Russia";"19390 (NA)"
2020-09-16 11:00:00;"Netherlands";"196 (dn6-smm-red)"
2020-09-16 11:00:00;"Germany";"598 (sco-websrvrmg3)"
2020-09-16 11:00:00;"Netherlands";"44443 (NA)"
2020-09-16 11:00:00;"Netherlands";"8443 (pcsync-https)"
2020-09-16 11:00:00;"Netherlands";"52064 (NA)"
2020-09-16 11:00:00;"USA";"1555 (livelan)"
2020-09-16 11:00:00;"Germany";"22878 (NA)"
2020-09-16 11:00:00;"Germany";"4265 (NA)"
2020-09-16 11:00:00;"Netherlands";"1400 (cadkey-tablet)"
2020-09-16 11:00:00;"Switzerland";"58958 (NA)"
2020-09-16 11:00:00;"Netherlands";"780 (wpgs)"
2020-09-16 11:00:00;"USA";"4486 (icms)"
2020-09-16 11:00:00;"Netherlands";"2430 (venus)"
2020-09-16 11:00:00;"Germany";"55410 (NA)"
2020-09-16 11:00:00;"Germany";"17941 (NA)"
2020-09-16 11:00:00;"Germany";"37439 (NA)"
2020-09-16 11:00:00;"Netherlands";"8206 (lm-dta)"
2020-09-16 11:00:00;"Netherlands";"50599 (NA)"
2020-09-16 11:00:00;"Switzerland";"582 (scc-security)"
2020-09-16 11:00:00;"India";"23 (telnet)"
2020-09-16 11:00:00;"Panama";"15705 (NA)"
2020-09-16 11:00:00;"Netherlands";"5700 (supportassist)"
2020-09-16 11:00:00;"Netherlands";"1942 (res)"
2020-09-16 11:00:00;"Netherlands";"26577 (NA)"
2020-09-16 11:00:00;"Russia";"43701 (NA)"
2020-09-16 11:00:00;"Russia";"24087 (NA)"
2020-09-16 11:00:00;"Iran";"1433 (ms-sql-s)"
2020-09-16 11:00:00;"Russia";"16865 (NA)"
2020-09-16 11:00:00;"Russia";"40531 (NA)"
2020-09-16 11:00:00;"Netherlands";"2209 (rimf-ps)"
2020-09-16 11:00:00;"Taiwan";"23 (telnet)"
2020-09-16 11:00:00;"Russia";"8889 (ddi-tcp-2)"
2020-09-16 11:00:00;"Netherlands";"12932 (NA)"
2020-09-16 11:00:00;"Russia";"12560 (NA)"
2020-09-16 11:00:00;"USA";"953 (rndc)"
2020-09-16 11:00:00;"Netherlands";"65073 (NA)"
2020-09-16 11:00:00;"Greece";"1433 (ms-sql-s)"
2020-09-16 11:00:00;"India";"1433 (ms-sql-s)"
2020-09-16 11:00:00;"Russia";"1001 (webpush)"
2020-09-16 11:00:00;"France";"23 (telnet)"
2020-09-16 11:00:00;"Germany";"65316 (NA)"
2020-09-16 11:00:00;"China";"22 (ssh)"
2020-09-16 11:00:00;"Germany";"13010 (NA)"
2020-09-16 11:00:00;"UK";"1853 (vids-avtp)"
2020-09-16 11:00:00;"Netherlands";"65043 (NA)"
2020-09-16 11:00:00;"China";"1433 (ms-sql-s)"
2020-09-16 11:00:00;"Russia";"3396 (printer-agent)"
2020-09-16 11:00:00;"China";"1433 (ms-sql-s)"
2020-09-16 11:00:00;"Seychelles";"1810 (jerand-lm)"
2020-09-16 11:00:00;"Germany";"4221 (NA)"
2020-09-16 11:00:00;"Netherlands";"32394 (NA)"
2020-09-16 11:00:00;"Russia";"16602 (NA)"
2020-09-16 11:00:00;"Canada";"27544 (NA)"
2020-09-16 11:00:00;"Russia";"3360 (kv-server)"
2020-09-16 11:00:00;"Netherlands";"65025 (NA)"
2020-09-16 11:00:00;"Indonesia";"1433 (ms-sql-s)"
2020-09-16 11:00:00;"India";"81 (NA)"
2020-09-16 11:00:00;"Netherlands";"2047 (dls)"
2020-09-16 11:00:00;"Switzerland";"60360 (NA)"
2020-09-16 11:00:00;"Singapore";"21982 (NA)"
2020-09-16 11:00:00;"Russia";"53524 (NA)"
2020-09-16 11:00:00;"USA";"990 (ftps)"
2020-09-16 11:00:00;"Netherlands";"2545 (sis-emt)"
2020-09-16 11:00:00;"India";"3275 (samd)"
2020-09-16 11:00:00;"Netherlands";"5652 (NA)"
2020-09-16 11:00:00;"Russia";"17865 (NA)"
2020-09-16 11:00:00;"China";"1433 (ms-sql-s)"
2020-09-16 11:00:00;"Egypt";"1433 (ms-sql-s)"
2020-09-16 11:00:00;"USA";"28080 (NA)"
2020-09-16 11:00:00;"Germany";"13237 (NA)"
2020-09-16 11:00:00;"Netherlands";"47102 (NA)"
2020-09-16 11:00:00;"Netherlands";"1727 (winddx)"
2020-09-16 11:00:00;"Netherlands";"65169 (NA)"
2020-09-16 11:00:00;"Russia";"2012 (ttyinfo)"
2020-09-16 11:00:00;"Germany";"62849 (NA)"
2020-09-16 11:00:00;"Germany";"14750 (NA)"
2020-09-16 11:00:00;"China";"22 (ssh)"
2020-09-16 11:00:00;"France";"1194 (openvpn)"
2020-09-16 11:00:00;"Netherlands";"1792 (ibm-dt-2)"
2020-09-16 11:00:00;"Netherlands";"65051 (NA)"
2020-09-16 11:00:00;"Russia";"16519 (NA)"
2020-09-16 11:00:00;"USA";"8888 (ddi-tcp-1)"
2020-09-16 11:00:00;"USA";"587 (submission)"
2020-09-16 11:00:00;"Russia";"3395 (dyna-lm)"
2020-09-16 11:00:00;"Canada";"8545 (NA)"
2020-09-16 11:00:00;"Netherlands";"42953 (NA)"
2020-09-16 11:00:00;"Russia";"1913 (armadp)"
2020-09-16 11:00:00;"China";"1433 (ms-sql-s)"
2020-09-16 11:00:00;"Netherlands";"6813 (NA)"
2020-09-16 11:00:00;"India";"1433 (ms-sql-s)"
2020-09-16 11:00:00;"India";"2323 (3d-nfsd)"
2020-09-16 11:00:00;"Russia";"3398 (mercantile)"
2020-09-16 11:00:00;"Netherlands";"63564 (NA)"
2020-09-16 11:00:00;"USA";"25327 (NA)"
2020-09-16 11:00:00;"China";"1433 (ms-sql-s)"
2020-09-16 11:00:00;"Netherlands";"65091 (NA)"
2020-09-16 11:00:00;"Netherlands";"65154 (NA)"
2020-09-16 11:00:00;"Russia";"6006 (NA)"
2020-09-16 11:00:00;"USA";"26948 (NA)"
2020-09-16 11:00:00;"USA";"12418 (NA)"
2020-09-16 11:00:00;"Singapore";"18303 (NA)"
2020-09-16 11:00:00;"Eswatini";"1433 (ms-sql-s)"
2020-09-16 11:00:00;"UK";"32471 (NA)"
2020-09-16 11:00:00;"Netherlands";"7512 (NA)"
2020-09-16 11:00:00;"Germany";"81 (NA)"
2020-09-16 11:00:00;"UK";"6667 (NA)"
2020-09-16 11:00:00;"USA";"7547 (cwmp)"
2020-09-16 12:00:00;"Russia";"4457 (prRegister)"
2020-09-16 12:00:00;"Russia";"43783 (NA)"
2020-09-16 12:00:00;"Japan";"8022 (oa-system)"
2020-09-16 12:00:00;"Russia";"16485 (NA)"
2020-09-16 12:00:00;"Russia";"2018 (terminaldb)"
2020-09-16 12:00:00;"Netherlands";"11772 (NA)"
2020-09-16 12:00:00;"China";"1433 (ms-sql-s)"
2020-09-16 12:00:00;"Russia";"33898 (NA)"
2020-09-16 12:00:00;"India";"1433 (ms-sql-s)"
2020-09-16 12:00:00;"USA";"8123 (NA)"
2020-09-16 12:00:00;"Egypt";"23 (telnet)"
2020-09-16 12:00:00;"Egypt";"23 (telnet)"
2020-09-16 12:00:00;"Netherlands";"1998 (x25-svc-port)"
2020-09-16 12:00:00;"Germany";"14665 (NA)"
2020-09-16 12:00:00;"Russia";"1820 (mcagent)"
2020-09-16 12:00:00;"Germany";"2296 (theta-lm)"
2020-09-16 12:00:00;"China";"8197 (NA)"
2020-09-16 12:00:00;"Germany";"4200 (NA)"
2020-09-16 12:00:00;"Germany";"55418 (NA)"
2020-09-16 12:00:00;"Netherlands";"1657 (fujitsu-mmpdc)"
2020-09-16 12:00:00;"Brazil";"23 (telnet)"
2020-09-16 12:00:00;"Hong Kong";"17897 (NA)"
2020-09-16 12:00:00;"Russia";"202 (at-nbp)"
2020-09-16 12:00:00;"Iran";"1433 (ms-sql-s)"
2020-09-16 12:00:00;"Netherlands";"1400 (cadkey-tablet)"
2020-09-16 12:00:00;"Slovenia";"23 (telnet)"
2020-09-16 12:00:00;"Switzerland";"57008 (NA)"
2020-09-16 12:00:00;"Netherlands";"56469 (NA)"
2020-09-16 12:00:00;"Netherlands";"65177 (NA)"
2020-09-16 12:00:00;"India";"52869 (NA)"
2020-09-16 12:00:00;"USA";"2525 (ms-v-worlds)"
2020-09-16 12:00:00;"India";"23 (telnet)"
2020-09-16 12:00:00;"Singapore";"30199 (NA)"
2020-09-16 12:00:00;"Germany";"22846 (NA)"
2020-09-16 12:00:00;"Russia";"2017 (cypress-stat)"
2020-09-16 12:00:00;"USA";"3071 (xplat-replicate)"
2020-09-16 12:00:00;"Netherlands";"1995 (perf-port)"
2020-09-16 12:00:00;"Netherlands";"1733 (siipat)"
2020-09-16 12:00:00;"Russia";"4004 (pxc-roid)"
2020-09-16 12:00:00;"Germany";"19168 (NA)"
2020-09-16 12:00:00;"USA";"8808 ()"
2020-09-16 12:00:00;"USA";"465 (urd)"
2020-09-16 12:00:00;"Panama";"15703 (NA)"
2020-09-16 12:00:00;"Netherlands";"5691 (NA)"
2020-09-16 12:00:00;"Netherlands";"46218 (NA)"
2020-09-16 12:00:00;"Netherlands";"1647 (rsap)"
2020-09-16 12:00:00;"Russia";"5592 (NA)"
2020-09-16 12:00:00;"Netherlands";"30159 (NA)"
2020-09-16 12:00:00;"Germany";"11759 (NA)"
2020-09-16 12:00:00;"Netherlands";"64365 (NA)"
2020-09-16 12:00:00;"Malaysia";"505 (mailbox-lm)"
2020-09-16 12:00:00;"USA";"5555 (personal-agent)"
2020-09-16 12:00:00;"Germany";"17935 (NA)"
2020-09-16 12:00:00;"Germany";"5902 (NA)"
2020-09-16 12:00:00;"USA";"27017 (NA)"
2020-09-16 12:00:00;"Russia";"39997 (NA)"
2020-09-16 12:00:00;"Israel";"8280 (synapse-nhttp)"
2020-09-16 12:00:00;"Netherlands";"29358 (NA)"
2020-09-16 12:00:00;"France";"3306 (mysql)"
2020-09-16 12:00:00;"Russia";"3396 (printer-agent)"
2020-09-16 12:00:00;"Russia";"40642 (NA)"
2020-09-16 12:00:00;"Russia";"4757 (NA)"
2020-09-16 12:00:00;"USA";"2082 (infowave)"
2020-09-16 12:00:00;"Netherlands";"3128 (ndl-aas)"
2020-09-16 12:00:00;"Netherlands";"1783 (NA)"
2020-09-16 12:00:00;"Russia";"5951 (NA)"
2020-09-16 12:00:00;"UK";"4433 (vop)"
2020-09-16 12:00:00;"Russia";"22328 (NA)"
2020-09-16 12:00:00;"Iran";"1433 (ms-sql-s)"
2020-09-16 12:00:00;"USA";"22 (ssh)"
2020-09-16 12:00:00;"USA";"22 (ssh)"
2020-09-16 12:00:00;"Thailand";"27016 (NA)"
2020-09-16 12:00:00;"Netherlands";"1714 (sesi-lm)"
2020-09-16 12:00:00;"Switzerland";"26036 (NA)"
2020-09-16 12:00:00;"Netherlands";"1351 (equationbuilder)"
2020-09-16 12:00:00;"Hong Kong";"1433 (ms-sql-s)"
2020-09-16 12:00:00;"China";"25226 (NA)"
2020-09-16 12:00:00;"Russia";"16653 (NA)"
2020-09-16 12:00:00;"Netherlands";"1919 (can-dch)"
2020-09-16 12:00:00;"USA";"26303 (NA)"
2020-09-16 12:00:00;"Germany";"8090 (opsmessaging)"
2020-09-16 12:00:00;"Russia";"40639 (NA)"
2020-09-16 12:00:00;"Germany";"62852 (NA)"
2020-09-16 12:00:00;"USA";"8561 (NA)"
2020-09-16 12:00:00;"Russia";"12219 (NA)"
2020-09-16 12:00:00;"UK";"22 (ssh)"
2020-09-16 12:00:00;"Russia";"10004 (emcrmirccd)"
2020-09-16 12:00:00;"USA";"27018 (NA)"
2020-09-16 12:00:00;"Netherlands";"2506 (jbroker)"
2020-09-16 12:00:00;"China";"22 (ssh)"
2020-09-16 12:00:00;"Netherlands";"44577 (NA)"
2020-09-16 12:00:00;"USA";"22 (ssh)"
2020-09-16 12:00:00;"Russia";"5165 (ife-icorp)"
2020-09-16 12:00:00;"Russia";"11400 (NA)"
2020-09-16 12:00:00;"Thailand";"3352 (ssql)"
2020-09-16 12:00:00;"Germany";"14785 (NA)"
2020-09-16 12:00:00;"Romania";"3389 (ms-wbt-server)"
2020-09-16 12:00:00;"Switzerland";"54058 (NA)"
2020-09-16 12:00:00;"Netherlands";"11152 (NA)"
2020-09-16 12:00:00;"Russia";"39913 (NA)"
2020-09-16 12:00:00;"Canada";"8545 (NA)"
2020-09-16 12:00:00;"Netherlands";"2589 (quartus-tcl)"
2020-09-16 12:00:00;"Russia";"24252 (NA)"
2020-09-16 12:00:00;"USA";"88 (kerberos)"
2020-09-16 12:00:00;"Germany";"17989 (NA)"
2020-09-16 12:00:00;"Netherlands";"43088 (NA)"
2020-09-16 12:00:00;"France";"22 (ssh)"
2020-09-16 12:00:00;"Netherlands";"41447 (NA)"
2020-09-16 12:00:00;"Colombia";"23 (telnet)"
2020-09-16 12:00:00;"Netherlands";"52605 (NA)"
2020-09-16 12:00:00;"Netherlands";"1621 (softdataphone)"
2020-09-16 12:00:00;"Russia";"2011 (raid-cc)"
2020-09-16 12:00:00;"Netherlands";"1545 (vistium-share)"
2020-09-16 12:00:00;"China";"1433 (ms-sql-s)"
2020-09-16 12:00:00;"Vietnam";"32052 (NA)"
2020-09-16 12:00:00;"Netherlands";"1773 (kmscontrol)"
2020-09-16 12:00:00;"Switzerland";"46903 (NA)"
2020-09-16 12:00:00;"Russia";"3411 (biolink-auth)"
2020-09-16 12:00:00;"Russia";"5903 (NA)"
2020-09-16 12:00:00;"Germany";"62842 (NA)"
2020-09-16 12:00:00;"Netherlands";"65097 (NA)"
2020-09-16 12:00:00;"Russia";"22696 (NA)"
2020-09-16 12:00:00;"UK";"49666 (NA)"
2020-09-16 12:00:00;"Russia";"8080 (http-alt)"
2020-09-16 12:00:00;"Taiwan";"23 (telnet)"
2020-09-16 12:00:00;"Germany";"62887 (NA)"
2020-09-16 12:00:00;"Netherlands";"47290 (NA)"
2020-09-16 12:00:00;"Russia";"5003 (fmpro-internal)"
2020-09-16 12:00:00;"Russia";"5900 (rfb)"
2020-09-16 12:00:00;"Germany";"15024 (NA)"
2020-09-16 12:00:00;"Switzerland";"8046 (NA)"
2020-09-16 12:00:00;"USA";"119 (nntp)"
2020-09-16 12:00:00;"Russia";"4002 (pxc-spvr-ft)"
2020-09-16 12:00:00;"China";"14461 (NA)"
2020-09-16 12:00:00;"Netherlands";"1636 (isdc)"
2020-09-16 12:00:00;"Germany";"12943 (NA)"
2020-09-16 12:00:00;"Netherlands";"21262 (NA)"
2020-09-16 12:00:00;"Russia";"5389 (NA)"
2020-09-16 12:00:00;"Netherlands";"1708 (gat-lmd)"
2020-09-16 12:00:00;"Switzerland";"30406 (NA)"
2020-09-16 12:00:00;"Netherlands";"57622 (NA)"
2020-09-16 12:00:00;"South Korea";"23 (telnet)"
2020-09-16 12:00:00;"France";"6000 (NA)"
2020-09-16 12:00:00;"Germany";"4269 (NA)"
2020-09-16 12:00:00;"Russia";"22990 (NA)"
2020-09-16 12:00:00;"Netherlands";"1956 (vrtl-vmf-ds)"
2020-09-16 12:00:00;"Russia";"22508 (NA)"
2020-09-16 12:00:00;"China";"4333 (ahsp)"
2020-09-16 12:00:00;"USA";"6002 (NA)"
2020-09-16 12:00:00;"Germany";"2247 (antidotemgrsvr)"
2020-09-16 12:00:00;"India";"28342 (NA)"
2020-09-16 12:00:00;"Netherlands";"16830 (NA)"
2020-09-16 12:00:00;"Germany";"14759 (NA)"
2020-09-16 12:00:00;"Hong Kong";"3389 (ms-wbt-server)"
2020-09-16 12:00:00;"Russia";"2222 (EtherNet-IP-1)"
2020-09-16 12:00:00;"Netherlands";"7547 (cwmp)"
2020-09-16 12:00:00;"USA";"10025 (NA)"
2020-09-16 12:00:00;"Russia";"3001 (origo-native)"
2020-09-16 12:00:00;"Netherlands";"11640 (NA)"
2020-09-16 12:00:00;"Russia";"22516 (NA)"
2020-09-16 12:00:00;"Russia";"60006 (NA)"
2020-09-16 12:00:00;"USA";"12990 (NA)"
2020-09-16 12:00:00;"India";"23 (telnet)"
2020-09-16 12:00:00;"Netherlands";"12232 (NA)"
2020-09-16 12:00:00;"USA";"30005 (NA)"
2020-09-16 13:00:00;"Netherlands";"14442 (NA)"
2020-09-16 13:00:00;"Germany";"4293 (NA)"
2020-09-16 13:00:00;"USA";"992 (telnets)"
2020-09-16 13:00:00;"USA";"9999 (distinct)"
2020-09-16 13:00:00;"Panama";"7020 (dpserve)"
2020-09-16 13:00:00;"Netherlands";"1080 (socks)"
2020-09-16 13:00:00;"Unknown";"993 (imaps)"
2020-09-16 13:00:00;"South Korea";"19489 (NA)"
2020-09-16 13:00:00;"India";"4878 ()"
2020-09-16 13:00:00;"Russia";"22664 (NA)"
2020-09-16 13:00:00;"Netherlands";"4567 (tram)"
2020-09-16 13:00:00;"Germany";"32780 (NA)"
2020-09-16 13:00:00;"UK";"58433 (NA)"
2020-09-16 13:00:00;"Netherlands";"65095 (NA)"
2020-09-16 13:00:00;"Russia";"55555 (NA)"
2020-09-16 13:00:00;"USA";"2049 (shilp)"
2020-09-16 13:00:00;"Germany";"5150 (atmp)"
2020-09-16 13:00:00;"Russia";"1433 (ms-sql-s)"
2020-09-16 13:00:00;"China";"23 (telnet)"
2020-09-16 13:00:00;"Unknown";"37 (time)"
2020-09-16 13:00:00;"Germany";"2275 (ibridge-data)"
2020-09-16 13:00:00;"USA";"2323 (3d-nfsd)"
2020-09-16 13:00:00;"Hong Kong";"1234 (search-agent)"
2020-09-16 13:00:00;"UK";"1723 (pptp)"
2020-09-16 13:00:00;"Netherlands";"5900 (rfb)"
2020-09-16 13:00:00;"Netherlands";"8062 (NA)"
2020-09-16 13:00:00;"USA";"9572 (NA)"
2020-09-16 13:00:00;"Poland";"23 (telnet)"
2020-09-16 13:00:00;"Russia";"16624 (NA)"
2020-09-16 13:00:00;"Russia";"6006 (NA)"
2020-09-16 13:00:00;"USA";"26 ()"
2020-09-16 13:00:00;"Singapore";"4247 (NA)"
2020-09-16 13:00:00;"USA";"5901 (NA)"
2020-09-16 13:00:00;"France";"22 (ssh)"
2020-09-16 13:00:00;"Vietnam";"1433 (ms-sql-s)"
2020-09-16 13:00:00;"Brazil";"23 (telnet)"
2020-09-16 13:00:00;"Germany";"14533 (NA)"
2020-09-16 13:00:00;"Netherlands";"42994 (NA)"
2020-09-16 13:00:00;"Russia";"3388 (cbserver)"
2020-09-16 13:00:00;"China";"1522 (ricardo-lm)"
2020-09-16 13:00:00;"USA";"9261 (NA)"
2020-09-16 13:00:00;"USA";"88 (kerberos)"
2020-09-16 13:00:00;"Germany";"12008 (accuracer-dbms)"
2020-09-16 13:00:00;"Russia";"2015 (cypress)"
2020-09-16 13:00:00;"India";"23 (telnet)"
2020-09-16 13:00:00;"China";"20023 (NA)"
2020-09-16 13:00:00;"Netherlands";"1844 (direcpc-dll)"
2020-09-16 13:00:00;"Netherlands";"37921 (NA)"
2020-09-16 13:00:00;"Netherlands";"1612 (netbill-trans)"
2020-09-16 13:00:00;"India";"23 (telnet)"
2020-09-16 13:00:00;"Switzerland";"11447 (NA)"
2020-09-16 13:00:00;"Russia";"40620 (NA)"
2020-09-16 13:00:00;"UK";"2375 (docker)"
2020-09-16 13:00:00;"USA";"4567 (tram)"
2020-09-16 13:00:00;"India";"14020 (NA)"
2020-09-16 13:00:00;"USA";"4567 (tram)"
2020-09-16 13:00:00;"Russia";"13390 (NA)"
2020-09-16 13:00:00;"Hong Kong";"7501 (ovbus)"
2020-09-16 13:00:00;"Netherlands";"16345 (NA)"
2020-09-16 13:00:00;"China";"22701 (NA)"
2020-09-16 13:00:00;"Russia";"43749 (NA)"
2020-09-16 13:00:00;"Russia";"22733 (NA)"
2020-09-16 13:00:00;"Romania";"5060 (sip)"
2020-09-16 13:00:00;"Egypt";"1433 (ms-sql-s)"
2020-09-16 13:00:00;"Netherlands";"65166 (NA)"
2020-09-16 13:00:00;"Russia";"22566 (NA)"
2020-09-16 13:00:00;"Russia";"22937 (NA)"
2020-09-16 13:00:00;"Netherlands";"13784 (NA)"
2020-09-16 13:00:00;"Russia";"22753 (NA)"
2020-09-16 13:00:00;"Netherlands";"1115 (ardus-trns)"
2020-09-16 13:00:00;"India";"23 (telnet)"
2020-09-16 13:00:00;"Russia";"2019 (whosockami)"
2020-09-16 13:00:00;"Germany";"14893 (NA)"
2020-09-16 13:00:00;"Russia";"4444 (krb524)"
2020-09-16 13:00:00;"Russia";"3402 (fxaengine-net)"
2020-09-16 13:00:00;"Switzerland";"57873 (NA)"
2020-09-16 13:00:00;"Germany";"532 (netnews)"
2020-09-16 13:00:00;"USA";"3390 (dsc)"
2020-09-16 13:00:00;"Netherlands";"41316 (NA)"
2020-09-16 13:00:00;"India";"20674 (NA)"
2020-09-16 13:00:00;"China";"258 (NA)"
2020-09-16 13:00:00;"Seychelles";"27017 (NA)"
2020-09-16 13:00:00;"USA";"1234 (search-agent)"
2020-09-16 13:00:00;"Netherlands";"8344 (NA)"
2020-09-16 13:00:00;"Germany";"4243 (NA)"
2020-09-16 13:00:00;"UK";"26417 (NA)"
2020-09-16 13:00:00;"Germany";"11594 (NA)"
2020-09-16 13:00:00;"Netherlands";"65040 (NA)"
2020-09-16 13:00:00;"China";"7457 (NA)"
2020-09-16 13:00:00;"Germany";"13025 (NA)"
2020-09-16 13:00:00;"Russia";"43739 (NA)"
2020-09-16 13:00:00;"Hong Kong";"8545 (NA)"
2020-09-16 13:00:00;"USA";"9200 (wap-wsp)"
2020-09-16 13:00:00;"Russia";"1111 (lmsocialserver)"
2020-09-16 13:00:00;"Russia";"12489 (NA)"
2020-09-16 13:00:00;"Germany";"32794 (NA)"
2020-09-16 13:00:00;"Unknown";"8883 (secure-mqtt)"
2020-09-16 13:00:00;"Philippines";"1433 (ms-sql-s)"
2020-09-16 13:00:00;"Germany";"4268 (NA)"
2020-09-16 13:00:00;"Russia";"22933 (NA)"
2020-09-16 13:00:00;"Netherlands";"65196 (NA)"
2020-09-16 13:00:00;"Netherlands";"50941 (NA)"
2020-09-16 13:00:00;"India";"23 (telnet)"
2020-09-16 13:00:00;"Netherlands";"26846 (NA)"
2020-09-16 13:00:00;"Netherlands";"15731 (NA)"
2020-09-16 13:00:00;"USA";"12542 (NA)"
2020-09-16 13:00:00;"USA";"2084 (sunclustergeo)"
2020-09-16 13:00:00;"Netherlands";"3751 (gprs-cube)"
2020-09-16 13:00:00;"Russia";"4003 (pxc-splr-ft)"
2020-09-16 13:00:00;"Netherlands";"49576 (NA)"
2020-09-16 13:00:00;"Russia";"10003 (documentum-s)"
2020-09-16 13:00:00;"Russia";"14191 (NA)"
2020-09-16 13:00:00;"Russia";"5905 (NA)"
2020-09-16 13:00:00;"UK";"2010 (search)"
2020-09-16 13:00:00;"Russia";"13399 (NA)"
2020-09-16 13:00:00;"Germany";"8779 (NA)"
2020-09-16 13:00:00;"Brazil";"1433 (ms-sql-s)"
2020-09-16 13:00:00;"Germany";"2241 (ivsd)"
2020-09-16 13:00:00;"Germany";"37305 (NA)"
2020-09-16 13:00:00;"China";"4020 (trap)"
2020-09-16 13:00:00;"Netherlands";"1609 (isysg-lm)"
2020-09-16 13:00:00;"South Korea";"23 (telnet)"
2020-09-16 13:00:00;"Ukraine";"24219 (NA)"
2020-09-16 13:00:00;"China";"10216 (NA)"
2020-09-16 13:00:00;"Germany";"13763 (NA)"
2020-09-16 13:00:00;"Netherlands";"18069 (NA)"
2020-09-16 13:00:00;"Russia";"10013 (NA)"
2020-09-16 13:00:00;"Ukraine";"1433 (ms-sql-s)"
2020-09-16 13:00:00;"Russia";"5999 (cvsup)"
2020-09-16 13:00:00;"China";"8681 (NA)"
2020-09-16 13:00:00;"Russia";"14408 (NA)"
2020-09-16 13:00:00;"China";"9107 (astergatefax)"
2020-09-16 13:00:00;"Russia";"14190 (NA)"
2020-09-16 13:00:00;"Taiwan";"23 (telnet)"
2020-09-16 13:00:00;"Russia";"22951 (brf-gw)"
2020-09-16 13:00:00;"Romania";"8888 (ddi-tcp-1)"
2020-09-16 13:00:00;"Russia";"5000 (commplex-main)"
2020-09-16 13:00:00;"UK";"1433 (ms-sql-s)"
2020-09-16 13:00:00;"Netherlands";"57735 (NA)"
2020-09-16 13:00:00;"USA";"3000 (hbci)"
2020-09-16 13:00:00;"Russia";"5937 (NA)"
2020-09-16 13:00:00;"Russia";"14186 (NA)"
2020-09-16 13:00:00;"Netherlands";"60651 (NA)"
2020-09-16 13:00:00;"Netherlands";"5902 (NA)"
2020-09-16 13:00:00;"USA";"12378 (NA)"
2020-09-16 13:00:00;"Netherlands";"63579 (NA)"
2020-09-16 13:00:00;"Switzerland";"51482 (NA)"
2020-09-16 13:00:00;"India";"1433 (ms-sql-s)"
2020-09-16 13:00:00;"China";"1433 (ms-sql-s)"
2020-09-16 13:00:00;"USA";"3390 (dsc)"
2020-09-16 13:00:00;"Netherlands";"61281 (NA)"
2020-09-16 13:00:00;"Germany";"32706 (NA)"
2020-09-16 13:00:00;"Netherlands";"1751 (swiftnet)"
2020-09-16 13:00:00;"Netherlands";"65011 (NA)"
2020-09-16 13:00:00;"Netherlands";"1659 (sg-lm)"
2020-09-16 13:00:00;"Germany";"33389 (NA)"
2020-09-16 13:00:00;"Seychelles";"7443 (oracleas-https)"
2020-09-16 13:00:00;"Russia";"14180 (NA)"
2020-09-16 13:00:00;"Russia";"14099 (NA)"
2020-09-16 13:00:00;"USA";"1962 (biap-mp)"
2020-09-16 13:00:00;"Netherlands";"3412 (xmlblaster)"
2020-09-16 13:00:00;"Slovakia";"10001 (scp-config)"
2020-09-16 13:00:00;"Switzerland";"3205 (isns)"
2020-09-16 13:00:00;"Singapore";"17606 (NA)"
2020-09-16 13:00:00;"Russia";"8313 (hub-open-net)"
2020-09-16 13:00:00;"Russia";"14098 (NA)"
2020-09-16 13:00:00;"Russia";"43595 (NA)"
2020-09-16 13:00:00;"Ukraine";"37777 (NA)"
2020-09-16 13:00:00;"Netherlands";"30265 (NA)"
2020-09-16 13:00:00;"USA";"5900 (rfb)"
2020-09-16 13:00:00;"Germany";"553 (pirp)"
2020-09-16 13:00:00;"Russia";"14183 (NA)"
2020-09-16 13:00:00;"Netherlands";"65047 (NA)"
2020-09-16 13:00:00;"USA";"8088 (radan-http)"
2020-09-16 13:00:00;"USA";"8888 (ddi-tcp-1)"
2020-09-16 13:00:00;"UK";"1977 (tcoaddressbook)"
2020-09-16 13:00:00;"USA";"31525 (NA)"
2020-09-16 13:00:00;"Hong Kong";"5555 (personal-agent)"
2020-09-16 14:00:00;"Hong Kong";"22 (ssh)"
2020-09-16 14:00:00;"Germany";"509 (snare)"
2020-09-16 14:00:00;"Russia";"13331 (NA)"
2020-09-16 14:00:00;"Russia";"7777 (cbt)"
2020-09-16 14:00:00;"Netherlands";"1997 (gdp-port)"
2020-09-16 14:00:00;"Germany";"37362 (NA)"
2020-09-16 14:00:00;"Vietnam";"23 (telnet)"
2020-09-16 14:00:00;"Canada";"8545 (NA)"
2020-09-16 14:00:00;"China";"14122 (NA)"
2020-09-16 14:00:00;"USA";"18245 (NA)"
2020-09-16 14:00:00;"Netherlands";"40555 (NA)"
2020-09-16 14:00:00;"USA";"8524 (NA)"
2020-09-16 14:00:00;"Russia";"4003 (pxc-splr-ft)"
2020-09-16 14:00:00;"China";"4260 (NA)"
2020-09-16 14:00:00;"Russia";"3374 (cluster-disc)"
2020-09-16 14:00:00;"Netherlands";"55554 (NA)"
2020-09-16 14:00:00;"Russia";"63701 (NA)"
